G:\Code\DarkSoulsMods\soulstruct-git\venv\Scripts\python.exe G:/Code/DarkSoulsMods/soulstruct-git/soulstruct/__main__.py
FOG_BANK 0 | s16 | s16 | fogBeginZ | 開始距離[m] | フォグの開始距離です
ATK_PARAM_ST 16 | s16 | s16 | hit1_DmyPoly2 | あたり1 ダミポリ2 | カプセルのもうひとつの点の位置ダミポリ。-1だと球になる
ATK_PARAM_ST 17 | s16 | s16 | hit2_DmyPoly2 | あたり2 ダミポリ2 | カプセルのもうひとつの点の位置ダミポリ。-1だと球になる
ATK_PARAM_ST 18 | s16 | s16 | hit3_DmyPoly2 | あたり3 ダミポリ2 | カプセルのもうひとつの点の位置ダミポリ。-1だと球になる
ATK_PARAM_ST 19 | u16 | u16 | blowingCorrection | 吹き飛ばし補正値 | 吹き飛ばす時の補正値
ATK_PARAM_ST 20 | u16 | u16 | atkPhysCorrection | 物理攻撃力補正値 | PCのみ。物理攻撃力基本値に掛ける倍率
ATK_PARAM_ST 21 | u16 | u16 | atkMagCorrection | 魔法攻撃力補正値 | PCのみ。魔法攻撃力に掛ける倍率（弓の場合は、飛び道具を補正）
ATK_PARAM_ST 22 | u16 | u16 | atkFireCorrection | 炎攻撃力補正値 | PCのみ。炎攻撃力に掛ける倍率（弓の場合は、飛び道具を補正）
ATK_PARAM_ST 23 | u16 | u16 | atkThunCorrection | 電撃攻撃力補正値 | PCのみ。電撃攻撃力に掛ける倍率（弓の場合は、飛び道具を補正）
ATK_PARAM_ST 24 | u16 | u16 | atkStamCorrection | スタミナ攻撃力補正値 | PCのみ。スタミナ攻撃力に掛ける倍率
ATK_PARAM_ST 25 | u16 | u16 | guardAtkRateCorrection | はじき攻撃力補正値 | PCのみ。1のみ
ATK_PARAM_ST 26 | u16 | u16 | guardBreakCorrection | はじき防御力補正値 | PCのみ。攻撃のはじかれ基本値に掛ける倍率
ATK_PARAM_ST 27 | u16 | u16 | atkThrowEscapeCorrection | 投げ抜け攻撃力補正値 | 投げ抜け攻撃に対する武器補正値
ATK_PARAM_ST 28 | u16 | u16 | atkSuperArmorCorrection | SA攻撃力補正値 | PCのみ。武器に設定された【基本値】にかける補正値
ATK_PARAM_ST 29 | u16 | u16 | atkPhys | 物理攻撃力 | NPCのみ。物理攻撃の基本ダメージ
ATK_PARAM_ST 30 | u16 | u16 | atkMag | 魔法攻撃力 | NPCのみ。魔法攻撃の追加ダメージ
ATK_PARAM_ST 31 | u16 | u16 | atkFire | 炎攻撃力 | NPCのみ。炎攻撃の追加ダメージ
ATK_PARAM_ST 32 | u16 | u16 | atkThun | 電撃攻撃力 | NPCのみ。電撃攻撃の追加ダメージ
ATK_PARAM_ST 33 | u16 | u16 | atkStam | スタミナ攻撃力 | NPCのみ。敵（プレイヤー）のスタミナに対するダメージ量
ATK_PARAM_ST 34 | u16 | u16 | guardAtkRate | はじき攻撃力 | NPCのみ。はじき値
ATK_PARAM_ST 35 | u16 | u16 | guardBreakRate | はじき防御力 | NPCのみ。攻撃がはじかれるかどうかの判定に利用する値
ATK_PARAM_ST 36 | u16 | u16 | atkSuperArmor | SA攻撃力 | NPCのみ。SAブレイク計算式に利用すする値
ATK_PARAM_ST 37 | u16 | u16 | atkThrowEscape | 投げ抜け攻撃力 | 投げ抜け攻撃力
ATK_PARAM_ST 38 | u16 | u16 | atkObj | オブジェ攻撃力 | ＯＢＪに対する攻撃力
ATK_PARAM_ST 39 | s16 | s16 | guardStaminaCutRate | ガード時スタミナカット率補正 | 武器パラメータ、ＮＰＣパラメータに設定されている【ガード時スタミナカット率】を補正する
ATK_PARAM_ST 40 | s16 | s16 | guardRate | ガード倍率 | ＮＰＣ、武器パラメータで設定してあるガード性能を一律で補正を掛ける0で、1倍／100で、2倍／−100で、0　にパラメータが増減するようにするガード倍率　=　（ガード倍率/100　+　1）
ATK_PARAM_ST 41 | u16 | u16 | throwTypeId | 投げタイプID | 投げパラメータと紐付けされているID
ATK_PARAM_ST 42 | ATK_PARAM_HIT_TYPE | u8 | hit0_hitType | あたり0 部位 | あたり部位
ATK_PARAM_ST 43 | ATK_PARAM_HIT_TYPE | u8 | hit1_hitType | あたり1 部位 | あたり部位
ATK_PARAM_ST 44 | ATK_PARAM_HIT_TYPE | u8 | hit2_hitType | あたり2 部位 | あたり部位
ATK_PARAM_ST 45 | ATK_PARAM_HIT_TYPE | u8 | hit3_hitType | あたり3 部位 | あたり部位
ATK_PARAM_ST 46 | u8 | u8 | hti0_Priority | あたり0 優先順位 | 優先度。同時に2つ以上のあたりがあたった場合、優先度が高いほうを採用する。
ATK_PARAM_ST 47 | u8 | u8 | hti1_Priority | あたり1 優先順位 | 優先度。同時に2つ以上のあたりがあたった場合、優先度が高いほうを採用する。
ATK_PARAM_ST 48 | u8 | u8 | hti2_Priority | あたり2 優先順位 | 優先度。同時に2つ以上のあたりがあたった場合、優先度が高いほうを採用する。
ATK_PARAM_ST 49 | u8 | u8 | hti3_Priority | あたり3 優先順位 | 優先度。同時に2つ以上のあたりがあたった場合、優先度が高いほうを採用する。
ATK_PARAM_ST 50 | u8 | u8 | dmgLevel | ダメージレベル | 攻撃したとき、敵にどのダメージモーションを再生するか？を決める.
ATK_PARAM_ST 51 | ATK_PARAM_MAP_HIT | u8 | mapHitType | マップあたり参照 | 攻撃あたりが、どのマップあたりを見るか？を設定
ATK_PARAM_ST 52 | s8 | s8 | guardCutCancelRate | ガードカット率無効化倍率 | ガードカット率無効化倍率（−100〜100）　→0のとき通常／−100で完全無効化／100で相手の防御効果倍増 　→−50とすれば、100％カットの盾が、50％カットになります 
ATK_PARAM_ST 53 | ATKPARAM_ATKATTR_TYPE | u8 | atkAttribute | 物理属性 | 攻撃に設定する物理属性
ATK_PARAM_ST 54 | ATKPARAM_SPATTR_TYPE | u8 | spAttribute | 特殊属性 | 攻撃に設定する特殊属性
ATK_PARAM_ST 55 | BEHAVIOR_ATK_TYPE | u8 | atkType | 攻撃属性[SFX/SE] | 攻撃時のSFX/SEを指定(属性、材質、サイズで1セット)
ATK_PARAM_ST 56 | WEP_MATERIAL_ATK | u8 | atkMaterial | 攻撃材質[SFX/SE] | 攻撃時のSFX/SEを指定(属性、材質、サイズで1セット)
ATK_PARAM_ST 57 | BEHAVIOR_ATK_SIZE | u8 | atkSize | 攻撃サイズ[SFX/SE] | 攻撃時のSFX/SEを指定（予備だが使用されているので、必ず空欄or小を設定すること）
ATK_PARAM_ST 58 | WEP_MATERIAL_DEF | u8 | defMaterial | 防御材質[SE] | ガード時のSEに使用
ATK_PARAM_ST 59 | WEP_MATERIAL_DEF_SFX | u8 | defSfxMaterial | 防御材質[SFX] | ガード時のSFXに使用.
ATK_PARAM_ST 60 | ATK_PARAM_HIT_SOURCE | u8 | hitSourceType | あたり発生源 | 攻撃あたりのダミポリＩＤをどこから取ってくるか？を指定する
ATK_PARAM_ST 61 | ATK_PATAM_THROWFLAG_TYPE | u8 | throwFlag | 投げ | 投げ情報に用いるフラグ
ATK_PARAM_ST 62 | ATK_PARAM_BOOL | u8 | disableGuard:1 | ガード不可フラグ | 1の場合、ガード側のガードを無視して、ダメージレベルを入れる
ATK_PARAM_ST 63 | ATK_PARAM_BOOL | u8 | disableStaminaAttack:1 | スタミナ減らない | スタミナ攻撃力による「崩され判定」は行うが、実際にスタミナは減らさない
ATK_PARAM_ST 64 | ATK_PARAM_BOOL | u8 | disableHitSpEffect:1 | ヒット時特殊効果無効 | 攻撃ヒットしたときの特殊効果を無効にします。SCEバグ対策
ATK_PARAM_ST 65 | ATK_PARAM_BOOL | u8 | IgnoreNotifyMissSwingForAI:1 | AIに空振り通知しない | AIに空振り通知しない
ATK_PARAM_ST 66 | ATK_PARAM_BOOL | u8 | repeatHitSfx:1 | ＨＩＴ時にＳＦＸを何度も出すか | 敵専用：壁Hit時のSFXが連続で発生するか
ATK_PARAM_ST 67 | ATK_PARAM_BOOL | u8 | isArrowAtk:1 | 矢攻撃か | 部位ダメージ判定に使用する。
ATK_PARAM_ST 68 | ATK_PARAM_BOOL | u8 | isGhostAtk:1 | 霊体攻撃か | 霊体ダメージ判定に使用。
ATK_PARAM_ST 69 | ATK_PARAM_BOOL | u8 | isDisableNoDamage:1 | 無敵無効か | ステップ等の無敵効果を無視します、TAEの完全無敵は無視できません。
ATK_PARAM_ST 70 | dummy8 | dummy8 | pad[1] | pad | pad
BEHAVIOR_PARAM_ST 0 | s32 | s32 | variationId | 行動バリエーションID | 攻撃パラメータ用のIDを算出する際に使用します。実機上では直接使用しません。
BEHAVIOR_PARAM_ST 1 | s32 | s32 | behaviorJudgeId | 行動判定ID | 攻撃パラメータ用のIDを算出する際に使用します。このIDはTimeActEditorで入力される行動判定IDと一致させます。実機上では直接使用しません。
BEHAVIOR_PARAM_ST 2 | u8 | u8 | ezStateBehaviorType_old | IDルール用 | ID算出ルール用
BEHAVIOR_PARAM_ST 3 | BEHAVIOR_REF_TYPE | u8 | refType | 参照IDタイプ | 参照IDを間違わないように指定.
BEHAVIOR_PARAM_ST 4 | dummy8 | dummy8 | pad0[2] | パディング0 | パディング0.
BEHAVIOR_PARAM_ST 5 | s32 | s32 | refId | 参照ID | 攻撃力、飛び道具、特殊効果パラメータのID、refTypeによって使い分けられる。
BEHAVIOR_PARAM_ST 6 | s32 | s32 | sfxVariationId | SFX バリエーションID | ＳＦＸのバリエーションを指定（TimeActEditorのＩＤと組み合わせて、ＳＦＸを特定するのに使用する）
BEHAVIOR_PARAM_ST 7 | s32 | s32 | stamina | 消費スタミナ | 行動時の消費スタミナ量を設定.
BEHAVIOR_PARAM_ST 8 | s32 | s32 | mp | 消費MP | 行動時の消費MP量を設定.
BEHAVIOR_PARAM_ST 9 | BEHAVIOR_CATEGORY | u8 | category | カテゴリ | スキルや、魔法、アイテムなどで、パラメータが変動する効果（エンチャントウェポンなど）があるので、│定した効果が、「武器攻撃のみをパワーアップする」といった効果に対応できるように行動ごとに設定するバリスタなど、設定の必要のないものは「なし」を設定する

BEHAVIOR_PARAM_ST 10 | u8 | u8 | heroPoint | 消費人間性 | 行動時の消費人間性量を設定
BEHAVIOR_PARAM_ST 11 | dummy8 | dummy8 | pad1[2] | パディング1 | パディング1.
BULLET_PARAM_ST 0 | s32 | s32 | atkId_Bullet | 攻撃ID | 攻撃パラメータのＩＤをそれぞれ登録する.→攻撃タイプ／攻撃材質／物理攻撃力／魔法攻撃力／スタミナ攻撃力／ノックバック距離.
BULLET_PARAM_ST 1 | s32 | s32 | sfxId_Bullet | SFXID【弾】 | SFX IDを入れる。
BULLET_PARAM_ST 2 | s32 | s32 | sfxId_Hit | SFXID【着弾】 | 着弾SFXID。-1は発生しない。
BULLET_PARAM_ST 3 | s32 | s32 | sfxId_Flick | SFXID【はじき時】 | はじき時SFXID。-1は発生しない。
BULLET_PARAM_ST 4 | f32 | f32 | life | 寿命[s] | 飛び道具が存在し続けられる時間（-1なら無限）.
BULLET_PARAM_ST 5 | f32 | f32 | dist | 射程距離[m] | 減衰が開始される距離（実際の飛距離ではない）.
BULLET_PARAM_ST 6 | f32 | f32 | shootInterval | 発射間隔[s] | 飛び道具を何秒間隔で発射するかを指定.
BULLET_PARAM_ST 7 | f32 | f32 | gravityInRange | 射程距離内重力[m/s^2] | 射程距離内での下向きにかかる重力.
BULLET_PARAM_ST 8 | f32 | f32 | gravityOutRange | 射程距離外重力[m/s^2] | 減衰がはじまったときの下向きにかかる重力（ポトンと落ちる感じを表現.
BULLET_PARAM_ST 9 | f32 | f32 | hormingStopRange | 誘導停止距離[m] | 誘導を停止するターゲットとの距離。誘導弾で当たり過ぎないようにするパラメータ。
BULLET_PARAM_ST 10 | f32 | f32 | initVellocity | 初速[m/s] | ＳＦＸの初速度.
BULLET_PARAM_ST 11 | f32 | f32 | accelInRange | 射程距離内加速度[m/s^2] | ＳＦＸの射程内の加速度.
BULLET_PARAM_ST 12 | f32 | f32 | accelOutRange | 射程距離外加速度[m/s^2] | ＳＦＸが射程距離外に出たときの加速度.
BULLET_PARAM_ST 13 | f32 | f32 | maxVellocity | 最高速度[m/s] | 最高速度.
BULLET_PARAM_ST 14 | f32 | f32 | minVellocity | 最低速度[m/s] | 最低保証速度.
BULLET_PARAM_ST 15 | f32 | f32 | accelTime | 加速開始時間[s] | この時間までは、加速しない（ロケット弾みたいな魔法を撃つことができるようにしておく）.
BULLET_PARAM_ST 16 | f32 | f32 | homingBeginDist | 誘導開始距離[m] | 何ｍ進んだ地点から誘導を開始するか.
BULLET_PARAM_ST 17 | f32 | f32 | hitRadius | 初期弾半径[m] | 当たり球の半径を設定する.
BULLET_PARAM_ST 18 | f32 | f32 | hitRadiusMax | 最大弾半径[m] | あたり球の最大半径（−1の場合、初期半径と同じにする／デフォルト）
BULLET_PARAM_ST 19 | f32 | f32 | spreadTime | 範囲拡散時間[s] | 範囲半径が細大にまで広がる時間.
BULLET_PARAM_ST 20 | f32 | f32 | expDelay | 発動遅延[s] | 着弾後、爆発までの時間（０の場合はすぐに爆発）.
BULLET_PARAM_ST 21 | f32 | f32 | hormingOffsetRange | 誘導ずらし量[m] | ０だと正確。射撃時にXYZ各成分を、この量だけずらして狙うようにする。
BULLET_PARAM_ST 22 | f32 | f32 | dmgHitRecordLifeTime | ダメージヒット履歴の生存時間[s] | ダメージヒット履歴の生存時間[sec](<=0.0f：無期限)
BULLET_PARAM_ST 23 | f32 | f32 | externalForce | 外力[m/s^2] | 射撃時の方向にかかる外力.(Y軸は抜いている)
BULLET_PARAM_ST 24 | s32 | s32 | spEffectIDForShooter | 射撃した人にかける特殊効果 | 射撃した人にかける特殊効果
BULLET_PARAM_ST 25 | s32 | s32 | autoSearchNPCThinkID | ファンネルNPC思考ID | ファンネルがターゲットの検索使用するパラメータ
BULLET_PARAM_ST 26 | s32 | s32 | HitBulletID | 発生弾丸ID | 弾丸パラメータから、新しく弾丸パラメータを発生させるときにＩＤを指定する
BULLET_PARAM_ST 27 | s32 | s32 | spEffectId0 | 特殊効果ID0 | 特殊効果パラメータのＩＤをそれぞれ登録する.→特殊効果全般.
BULLET_PARAM_ST 28 | s32 | s32 | spEffectId1 | 特殊効果ID1 | 特殊効果パラメータのＩＤをそれぞれ登録する.→特殊効果全般.
BULLET_PARAM_ST 29 | s32 | s32 | spEffectId2 | 特殊効果ID2 | 特殊効果パラメータのＩＤをそれぞれ登録する.→特殊効果全般.
BULLET_PARAM_ST 30 | s32 | s32 | spEffectId3 | 特殊効果ID3 | 特殊効果パラメータのＩＤをそれぞれ登録する.→特殊効果全般.
BULLET_PARAM_ST 31 | s32 | s32 | spEffectId4 | 特殊効果ID4 | 特殊効果パラメータのＩＤをそれぞれ登録する.→特殊効果全般.
BULLET_PARAM_ST 32 | u16 | u16 | numShoot | 発射数 | 一度に発射する飛び道具の数.
BULLET_PARAM_ST 33 | s16 | s16 | homingAngle | 誘導性能[deg/s] | 1秒間に何度まで補正するか？.
BULLET_PARAM_ST 34 | s16 | s16 | shootAngle | 発射角度[deg] | 飛び道具を前方何度に向かって発射するかを指定.
BULLET_PARAM_ST 35 | s16 | s16 | shootAngleInterval | 発射角度間隔[deg] | 飛び道具を複数発射する場合、何度間隔で発射するかを指定.(Y軸)
BULLET_PARAM_ST 36 | s16 | s16 | shootAngleXInterval | 発射仰角間隔[deg] | 飛び道具を複数発射する場合、何度間隔で発射するかを指定.(X軸)
BULLET_PARAM_ST 37 | s8 | s8 | damageDamp | 物理攻撃力減衰率[%/s] | 減衰距離以降、1秒間に減少する補正値.
BULLET_PARAM_ST 38 | s8 | s8 | spelDamageDamp | 魔法攻撃力減衰率[%/s] | 
BULLET_PARAM_ST 39 | s8 | s8 | fireDamageDamp | 炎攻撃力減衰率[%/s] | 
BULLET_PARAM_ST 40 | s8 | s8 | thunderDamageDamp | 電撃攻撃力減衰率[%/s] | 
BULLET_PARAM_ST 41 | s8 | s8 | staminaDamp | スタミナダメージ減衰率[%/s] | 減衰距離以降、1秒間に減少する補正値.
BULLET_PARAM_ST 42 | s8 | s8 | knockbackDamp | ノックバック減衰率[%/s] | 減衰距離以降、1秒間に減少する補正値.
BULLET_PARAM_ST 43 | s8 | s8 | shootAngleXZ | 発射仰角[deg] | 水平方向からの追加仰角。
BULLET_PARAM_ST 44 | u8 | u8 | lockShootLimitAng | ロック方向制限角度 | ロック方向を向かせるときの制限角度
BULLET_PARAM_ST 45 | u8 | u8 | isPenetrate | キャラ・OBJを貫通？ | ＰＣ、ＮＰＣ、ＯＢＪに当たったときに、寿命まで消滅しないかどうか？を設定
BULLET_PARAM_ST 46 | u8 | u8 | prevVelocityDirRate | 前回の移動方向加算率[%] | 滑る弾が壁にヒット時に前回の移動方向を今の方向へ加算する比率
BULLET_PARAM_ST 47 | ATKPARAM_ATKATTR_TYPE | u8 | atkAttribute | 物理属性 | 弾丸に設定する物理属性を設定
BULLET_PARAM_ST 48 | ATKPARAM_SPATTR_TYPE | u8 | spAttribute | 特殊属性 | 弾丸に設定する特殊属性を設定
BULLET_PARAM_ST 49 | ATK_TYPE | u8 | Material_AttackType | SFX材質 攻撃タイプ | 攻撃属性が何かを指定する
BULLET_PARAM_ST 50 | WEP_MATERIAL_ATK | u8 | Material_AttackMaterial | SFX材質 攻撃材質 | 攻撃時のSFX/ＳＥに使用
BULLET_PARAM_ST 51 | ATK_SIZE | u8 | Material_Size | SFX材質 サイズ | 攻撃時のSFX/ＳＥに使用（予備／デフォルト0）
BULLET_PARAM_ST 52 | BULLET_LAUNCH_CONDITION_TYPE | u8 | launchConditionType | 発生条件 | 着弾・寿命消滅時に弾を発生させるか判定する条件を指定
BULLET_PARAM_ST 53 | BULLET_FOLLOW_TYPE | u8 | FollowType:3 | 追従タイプ | 追従タイプ。「追従しない」がデフォルト。
BULLET_PARAM_ST 54 | BULLET_EMITTE_POS_TYPE | u8 | EmittePosType:3 | 発生源タイプ | 発生源タイプ。ダミポリからが通常。（メテオを判定するために導入）
BULLET_PARAM_ST 55 | ON_OFF | u8 | isAttackSFX:1 | 刺さったままになるか | 矢などの弾丸が、キャラクターに刺さったままになるかどうかを設定する
BULLET_PARAM_ST 56 | ON_OFF | u8 | isEndlessHit:1 | あたり続けるか？ | あたり続けるか？
BULLET_PARAM_ST 57 | ON_OFF | u8 | isPenetrateMap:1 | マップを貫通？ | マップを貫通するか？
BULLET_PARAM_ST 58 | ON_OFF | u8 | isHitBothTeam:1 | 敵味方共にあたる？ | 敵味方共にあたるか？（徘徊ゴーストにはあたらない）
BULLET_PARAM_ST 59 | ON_OFF | u8 | isUseSharedHitList:1 | ヒットリストを共有するか？ | ヒットリストを共有するかを指定
BULLET_PARAM_ST 60 | ON_OFF | u8 | isUseMultiDmyPolyIfPlace:1 | 複数のダミポリを使うか？ | 弾配置時に同一ダミポリIDを複数使うか？
BULLET_PARAM_ST 61 | BULLET_ATTACH_EFFECT_TYPE | u8 | attachEffectType:2 | アタッチ効果タイプ | アタッチする効果タイプ
BULLET_PARAM_ST 62 | u8 | u8 | isHitForceMagic:1 | フォース魔法に当たるか | フォース魔法に当たるか
BULLET_PARAM_ST 63 | u8 | u8 | isIgnoreSfxIfHitWater:1 | 水面衝突時のエフェクト無視するか | 水面に当たった場合はエフェクト無視するか
BULLET_PARAM_ST 64 | u8 | u8 | isIgnoreMoveStateIfHitWater:1 | 水面衝突時の状態遷移を無視するか | 水に当たっても状態遷移を無視するか
BULLET_PARAM_ST 65 | u8 | u8 | isHitDarkForceMagic:1 | 闇フォース魔法に当たるか | 闇フォース魔法に当たるか
BULLET_PARAM_ST 66 | dummy8 | dummy8 | pad[3] | パディング | pad
CHARACTER_INIT_PARAM 0 | f32 | f32 | baseRec_mp | ＭＰ回復速度基本値[s] | ＭＰが、1ポイント回復するまでの時間（小数点第一位）
CHARACTER_INIT_PARAM 1 | f32 | f32 | baseRec_sp | スタミナ回復速度基本値[s] | スタミナが、1ポイント回復するまでの時間（小数点第一位）
CHARACTER_INIT_PARAM 2 | f32 | f32 | red_Falldam | 落下ダメージ軽減補正[%] | 他のキャラクターに上からのしかかれたときに、クッションとなりえるダメージ軽減量（％）（小数点第一位）
CHARACTER_INIT_PARAM 3 | s32 | s32 | soul | 初期ソウル | 初期に所持しているソウル量
CHARACTER_INIT_PARAM 4 | s32 | s32 | equip_Wep_Right | 右手武器 | 装備品パラメータの武器ＩＤ(右手)
CHARACTER_INIT_PARAM 5 | s32 | s32 | equip_Subwep_Right | 右手予備武器 | 装備品パラメータの武器ＩＤ(右手予備)
CHARACTER_INIT_PARAM 6 | s32 | s32 | equip_Wep_Left | 左手武器 | 装備品パラメータの武器ＩＤ(左手)
CHARACTER_INIT_PARAM 7 | s32 | s32 | equip_Subwep_Left | 左手予備武器 | 装備品パラメータの武器ＩＤ(左手予備)
CHARACTER_INIT_PARAM 8 | s32 | s32 | equip_Helm | 頭防具 | 装備品パラメータの防具ＩＤ(頭防具)
CHARACTER_INIT_PARAM 9 | s32 | s32 | equip_Armer | 胴体防具 | 装備品パラメータの防具ＩＤ(胴体防具)
CHARACTER_INIT_PARAM 10 | s32 | s32 | equip_Gaunt | 腕防具 | 装備品パラメータの防具ＩＤ(腕防具)
CHARACTER_INIT_PARAM 11 | s32 | s32 | equip_Leg | 脚防具 | 装備品パラメータの防具ＩＤ(脚防具)
CHARACTER_INIT_PARAM 12 | s32 | s32 | equip_Arrow | 矢 | 装備品パラメータの武器ＩＤ(矢)
CHARACTER_INIT_PARAM 13 | s32 | s32 | equip_Bolt | ボルト | 装備品パラメータの武器ＩＤ(ボルト)
CHARACTER_INIT_PARAM 14 | s32 | s32 | equip_SubArrow | 予備矢 | 装備品パラメータの武器ＩＤ(矢予備)
CHARACTER_INIT_PARAM 15 | s32 | s32 | equip_SubBolt | 予備ボルト | 装備品パラメータの武器ＩＤ(ボルト予備)
CHARACTER_INIT_PARAM 16 | s32 | s32 | equip_Accessory01 | 装飾品1 | 装備品パラメータの装飾品ＩＤ01
CHARACTER_INIT_PARAM 17 | s32 | s32 | equip_Accessory02 | 装飾品2 | 装備品パラメータの装飾品ＩＤ02
CHARACTER_INIT_PARAM 18 | s32 | s32 | equip_Accessory03 | 装飾品3 | 装備品パラメータの装飾品ＩＤ03
CHARACTER_INIT_PARAM 19 | s32 | s32 | equip_Accessory04 | 装飾品4 | 装備品パラメータの装飾品ＩＤ04
CHARACTER_INIT_PARAM 20 | s32 | s32 | equip_Accessory05 | 装飾品5 | 装備品パラメータの装飾品ＩＤ05
